"Station","TTArrTime","ArrFlag","Loop","TTDepTime","DepFlag","Secn","TTHaltTime","MinHaltTime","TTRunTime","MinRunTime","TrainID","Priority"
"Alpha",2016-04-16 16:28:00,"P",0,2016-04-16 16:33:00,"P",0,5,5,12,10,10024,1
"Bravo",2016-04-16 16:45:00,"P",0,2016-04-16 16:50:00,"P",0,5,5,12,10,10024,1
"Charlie",2016-04-16 17:02:00,"P",0,2016-04-16 17:07:00,"P",0,5,5,12,10,10024,1
"Delta",2016-04-16 17:19:00,"P",0,2016-04-16 17:24:00,"P",0,5,5,12,10,10024,1
"Echo",2016-04-16 17:36:00,"P",0,2016-04-16 17:41:00,"P",0,5,5,12,10,10024,1
"Foxtrot",2016-04-16 17:53:00,"P",0,2016-04-16 17:58:00,"P",0,5,5,12,10,10024,1
"Golf",2016-04-16 18:10:00,"P",0,2016-04-16 18:15:00,"P",0,5,5,12,10,10024,1
"Hotel",2016-04-16 18:27:00,"P",0,2016-04-16 18:32:00,"P",0,5,5,12,10,10024,1
"India",2016-04-16 18:44:00,"P",0,2016-04-16 18:49:00,"P",0,5,5,12,10,10024,1
"Juliet",2016-04-16 19:01:00,"P",0,2016-04-16 19:06:00,"P",0,5,5,12,10,10024,1
"Kilo",2016-04-16 19:18:00,"P",0,2016-04-16 19:23:00,"P",0,5,5,0,0,10024,1
"Kilo",2016-04-17 22:19:00,"P",0,2016-04-17 22:24:00,"P",0,5,5,12,10,10025,1
"Juliet",2016-04-17 22:36:00,"P",0,2016-04-17 22:41:00,"P",0,5,5,12,10,10025,1
"India",2016-04-17 22:53:00,"P",0,2016-04-17 22:58:00,"P",0,5,5,12,10,10025,1
"Hotel",2016-04-17 23:10:00,"P",0,2016-04-17 23:15:00,"P",0,5,5,12,10,10025,1
"Golf",2016-04-17 23:27:00,"P",0,2016-04-17 23:32:00,"P",0,5,5,12,10,10025,1
"Foxtrot",2016-04-17 23:44:00,"P",0,2016-04-17 23:49:00,"P",0,5,5,12,10,10025,1
"Echo",2016-04-18 00:01:00,"P",0,2016-04-18 00:06:00,"P",0,5,5,12,10,10025,1
"Delta",2016-04-18 00:18:00,"P",0,2016-04-18 00:23:00,"P",0,5,5,12,10,10025,1
"Charlie",2016-04-18 00:35:00,"P",0,2016-04-18 00:40:00,"P",0,5,5,12,10,10025,1
"Bravo",2016-04-18 00:52:00,"P",0,2016-04-18 00:57:00,"P",0,5,5,12,10,10025,1
"Alpha",2016-04-18 01:09:00,"P",0,2016-04-18 01:14:00,"P",0,5,5,0,0,10025,1
"Alpha",2016-04-17 21:51:00,"P",0,2016-04-17 21:56:00,"P",0,5,5,12,10,10026,1
"Bravo",2016-04-17 22:08:00,"P",0,2016-04-17 22:13:00,"P",0,5,5,12,10,10026,1
"Charlie",2016-04-17 22:25:00,"P",0,2016-04-17 22:30:00,"P",0,5,5,12,10,10026,1
"Delta",2016-04-17 22:42:00,"P",0,2016-04-17 22:47:00,"P",0,5,5,12,10,10026,1
"Echo",2016-04-17 22:59:00,"P",0,2016-04-17 23:04:00,"P",0,5,5,12,10,10026,1
"Foxtrot",2016-04-17 23:16:00,"P",0,2016-04-17 23:21:00,"P",0,5,5,12,10,10026,1
"Golf",2016-04-17 23:33:00,"P",0,2016-04-17 23:38:00,"P",0,5,5,12,10,10026,1
"Hotel",2016-04-17 23:50:00,"P",0,2016-04-17 23:55:00,"P",0,5,5,12,10,10026,1
"India",2016-04-18 00:07:00,"P",0,2016-04-18 00:12:00,"P",0,5,5,12,10,10026,1
"Juliet",2016-04-18 00:24:00,"P",0,2016-04-18 00:29:00,"P",0,5,5,12,10,10026,1
"Kilo",2016-04-18 00:41:00,"P",0,2016-04-18 00:46:00,"P",0,5,5,0,0,10026,1
"Kilo",2016-04-16 04:24:00,"P",0,2016-04-16 04:29:00,"P",0,5,5,12,10,10027,1
"Juliet",2016-04-16 04:41:00,"P",0,2016-04-16 04:46:00,"P",0,5,5,12,10,10027,1
"India",2016-04-16 04:58:00,"P",0,2016-04-16 05:03:00,"P",0,5,5,12,10,10027,1
"Hotel",2016-04-16 05:15:00,"P",0,2016-04-16 05:20:00,"P",0,5,5,12,10,10027,1
"Golf",2016-04-16 05:32:00,"P",0,2016-04-16 05:37:00,"P",0,5,5,12,10,10027,1
"Foxtrot",2016-04-16 05:49:00,"P",0,2016-04-16 05:54:00,"P",0,5,5,12,10,10027,1
"Echo",2016-04-16 06:06:00,"P",0,2016-04-16 06:11:00,"P",0,5,5,12,10,10027,1
"Delta",2016-04-16 06:23:00,"P",0,2016-04-16 06:28:00,"P",0,5,5,12,10,10027,1
"Charlie",2016-04-16 06:40:00,"P",0,2016-04-16 06:45:00,"P",0,5,5,12,10,10027,1
"Bravo",2016-04-16 06:57:00,"P",0,2016-04-16 07:02:00,"P",0,5,5,12,10,10027,1
"Alpha",2016-04-16 07:14:00,"P",0,2016-04-16 07:19:00,"P",0,5,5,0,0,10027,1
"Alpha",2016-04-17 12:29:00,"P",0,2016-04-17 12:34:00,"P",0,5,5,12,10,10028,1
"Bravo",2016-04-17 12:46:00,"P",0,2016-04-17 12:51:00,"P",0,5,5,12,10,10028,1
"Charlie",2016-04-17 13:03:00,"P",0,2016-04-17 13:08:00,"P",0,5,5,12,10,10028,1
"Delta",2016-04-17 13:20:00,"P",0,2016-04-17 13:25:00,"P",0,5,5,12,10,10028,1
"Echo",2016-04-17 13:37:00,"P",0,2016-04-17 13:42:00,"P",0,5,5,12,10,10028,1
"Foxtrot",2016-04-17 13:54:00,"P",0,2016-04-17 13:59:00,"P",0,5,5,12,10,10028,1
"Golf",2016-04-17 14:11:00,"P",0,2016-04-17 14:16:00,"P",0,5,5,12,10,10028,1
"Hotel",2016-04-17 14:28:00,"P",0,2016-04-17 14:33:00,"P",0,5,5,12,10,10028,1
"India",2016-04-17 14:45:00,"P",0,2016-04-17 14:50:00,"P",0,5,5,12,10,10028,1
"Juliet",2016-04-17 15:02:00,"P",0,2016-04-17 15:07:00,"P",0,5,5,12,10,10028,1
"Kilo",2016-04-17 15:19:00,"P",0,2016-04-17 15:24:00,"P",0,5,5,0,0,10028,1
"Kilo",2016-04-17 10:18:00,"P",0,2016-04-17 10:23:00,"P",0,5,5,12,10,10029,1
"Juliet",2016-04-17 10:35:00,"P",0,2016-04-17 10:40:00,"P",0,5,5,12,10,10029,1
"India",2016-04-17 10:52:00,"P",0,2016-04-17 10:57:00,"P",0,5,5,12,10,10029,1
"Hotel",2016-04-17 11:09:00,"P",0,2016-04-17 11:14:00,"P",0,5,5,12,10,10029,1
"Golf",2016-04-17 11:26:00,"P",0,2016-04-17 11:31:00,"P",0,5,5,12,10,10029,1
"Foxtrot",2016-04-17 11:43:00,"P",0,2016-04-17 11:48:00,"P",0,5,5,12,10,10029,1
"Echo",2016-04-17 12:00:00,"P",0,2016-04-17 12:05:00,"P",0,5,5,12,10,10029,1
"Delta",2016-04-17 12:17:00,"P",0,2016-04-17 12:22:00,"P",0,5,5,12,10,10029,1
"Charlie",2016-04-17 12:34:00,"P",0,2016-04-17 12:39:00,"P",0,5,5,12,10,10029,1
"Bravo",2016-04-17 12:51:00,"P",0,2016-04-17 12:56:00,"P",0,5,5,12,10,10029,1
"Alpha",2016-04-17 13:08:00,"P",0,2016-04-17 13:13:00,"P",0,5,5,0,0,10029,1
"Alpha",2016-04-17 10:46:00,"P",0,2016-04-17 10:51:00,"P",0,5,5,12,10,10030,1
"Bravo",2016-04-17 11:03:00,"P",0,2016-04-17 11:08:00,"P",0,5,5,12,10,10030,1
"Charlie",2016-04-17 11:20:00,"P",0,2016-04-17 11:25:00,"P",0,5,5,12,10,10030,1
"Delta",2016-04-17 11:37:00,"P",0,2016-04-17 11:42:00,"P",0,5,5,12,10,10030,1
"Echo",2016-04-17 11:54:00,"P",0,2016-04-17 11:59:00,"P",0,5,5,12,10,10030,1
"Foxtrot",2016-04-17 12:11:00,"P",0,2016-04-17 12:16:00,"P",0,5,5,12,10,10030,1
"Golf",2016-04-17 12:28:00,"P",0,2016-04-17 12:33:00,"P",0,5,5,12,10,10030,1
"Hotel",2016-04-17 12:45:00,"P",0,2016-04-17 12:50:00,"P",0,5,5,12,10,10030,1
"India",2016-04-17 13:02:00,"P",0,2016-04-17 13:07:00,"P",0,5,5,12,10,10030,1
"Juliet",2016-04-17 13:19:00,"P",0,2016-04-17 13:24:00,"P",0,5,5,12,10,10030,1
"Kilo",2016-04-17 13:36:00,"P",0,2016-04-17 13:41:00,"P",0,5,5,0,0,10030,1
"Kilo",2016-04-16 22:13:00,"P",0,2016-04-16 22:18:00,"P",0,5,5,12,10,10031,1
"Juliet",2016-04-16 22:30:00,"P",0,2016-04-16 22:35:00,"P",0,5,5,12,10,10031,1
"India",2016-04-16 22:47:00,"P",0,2016-04-16 22:52:00,"P",0,5,5,12,10,10031,1
"Hotel",2016-04-16 23:04:00,"P",0,2016-04-16 23:09:00,"P",0,5,5,12,10,10031,1
"Golf",2016-04-16 23:21:00,"P",0,2016-04-16 23:26:00,"P",0,5,5,12,10,10031,1
"Foxtrot",2016-04-16 23:38:00,"P",0,2016-04-16 23:43:00,"P",0,5,5,12,10,10031,1
"Echo",2016-04-16 23:55:00,"P",0,2016-04-17 00:00:00,"P",0,5,5,12,10,10031,1
"Delta",2016-04-17 00:12:00,"P",0,2016-04-17 00:17:00,"P",0,5,5,12,10,10031,1
"Charlie",2016-04-17 00:29:00,"P",0,2016-04-17 00:34:00,"P",0,5,5,12,10,10031,1
"Bravo",2016-04-17 00:46:00,"P",0,2016-04-17 00:51:00,"P",0,5,5,12,10,10031,1
"Alpha",2016-04-17 01:03:00,"P",0,2016-04-17 01:08:00,"P",0,5,5,0,0,10031,1
"Alpha",2016-04-17 11:11:00,"P",0,2016-04-17 11:16:00,"P",0,5,5,12,10,10032,1
"Bravo",2016-04-17 11:28:00,"P",0,2016-04-17 11:33:00,"P",0,5,5,12,10,10032,1
"Charlie",2016-04-17 11:45:00,"P",0,2016-04-17 11:50:00,"P",0,5,5,12,10,10032,1
"Delta",2016-04-17 12:02:00,"P",0,2016-04-17 12:07:00,"P",0,5,5,12,10,10032,1
"Echo",2016-04-17 12:19:00,"P",0,2016-04-17 12:24:00,"P",0,5,5,12,10,10032,1
"Foxtrot",2016-04-17 12:36:00,"P",0,2016-04-17 12:41:00,"P",0,5,5,12,10,10032,1
"Golf",2016-04-17 12:53:00,"P",0,2016-04-17 12:58:00,"P",0,5,5,12,10,10032,1
"Hotel",2016-04-17 13:10:00,"P",0,2016-04-17 13:15:00,"P",0,5,5,12,10,10032,1
"India",2016-04-17 13:27:00,"P",0,2016-04-17 13:32:00,"P",0,5,5,12,10,10032,1
"Juliet",2016-04-17 13:44:00,"P",0,2016-04-17 13:49:00,"P",0,5,5,12,10,10032,1
"Kilo",2016-04-17 14:01:00,"P",0,2016-04-17 14:06:00,"P",0,5,5,0,0,10032,1
"Kilo",2016-04-17 21:10:00,"P",0,2016-04-17 21:15:00,"P",0,5,5,12,10,10033,1
"Juliet",2016-04-17 21:27:00,"P",0,2016-04-17 21:32:00,"P",0,5,5,12,10,10033,1
"India",2016-04-17 21:44:00,"P",0,2016-04-17 21:49:00,"P",0,5,5,12,10,10033,1
"Hotel",2016-04-17 22:01:00,"P",0,2016-04-17 22:06:00,"P",0,5,5,12,10,10033,1
"Golf",2016-04-17 22:18:00,"P",0,2016-04-17 22:23:00,"P",0,5,5,12,10,10033,1
"Foxtrot",2016-04-17 22:35:00,"P",0,2016-04-17 22:40:00,"P",0,5,5,12,10,10033,1
"Echo",2016-04-17 22:52:00,"P",0,2016-04-17 22:57:00,"P",0,5,5,12,10,10033,1
"Delta",2016-04-17 23:09:00,"P",0,2016-04-17 23:14:00,"P",0,5,5,12,10,10033,1
"Charlie",2016-04-17 23:26:00,"P",0,2016-04-17 23:31:00,"P",0,5,5,12,10,10033,1
"Bravo",2016-04-17 23:43:00,"P",0,2016-04-17 23:48:00,"P",0,5,5,12,10,10033,1
"Alpha",2016-04-18 00:00:00,"P",0,2016-04-18 00:05:00,"P",0,5,5,0,0,10033,1
"Alpha",2016-04-16 15:04:00,"P",0,2016-04-16 15:09:00,"P",0,5,5,12,10,10034,1
"Bravo",2016-04-16 15:21:00,"P",0,2016-04-16 15:26:00,"P",0,5,5,12,10,10034,1
"Charlie",2016-04-16 15:38:00,"P",0,2016-04-16 15:43:00,"P",0,5,5,12,10,10034,1
"Delta",2016-04-16 15:55:00,"P",0,2016-04-16 16:00:00,"P",0,5,5,12,10,10034,1
"Echo",2016-04-16 16:12:00,"P",0,2016-04-16 16:17:00,"P",0,5,5,12,10,10034,1
"Foxtrot",2016-04-16 16:29:00,"P",0,2016-04-16 16:34:00,"P",0,5,5,12,10,10034,1
"Golf",2016-04-16 16:46:00,"P",0,2016-04-16 16:51:00,"P",0,5,5,12,10,10034,1
"Hotel",2016-04-16 17:03:00,"P",0,2016-04-16 17:08:00,"P",0,5,5,12,10,10034,1
"India",2016-04-16 17:20:00,"P",0,2016-04-16 17:25:00,"P",0,5,5,12,10,10034,1
"Juliet",2016-04-16 17:37:00,"P",0,2016-04-16 17:42:00,"P",0,5,5,12,10,10034,1
"Kilo",2016-04-16 17:54:00,"P",0,2016-04-16 17:59:00,"P",0,5,5,0,0,10034,1
"Kilo",2016-04-17 23:39:00,"P",0,2016-04-17 23:44:00,"P",0,5,5,12,10,10035,1
"Juliet",2016-04-17 23:56:00,"P",0,2016-04-18 00:01:00,"P",0,5,5,12,10,10035,1
"India",2016-04-18 00:13:00,"P",0,2016-04-18 00:18:00,"P",0,5,5,12,10,10035,1
"Hotel",2016-04-18 00:30:00,"P",0,2016-04-18 00:35:00,"P",0,5,5,12,10,10035,1
"Golf",2016-04-18 00:47:00,"P",0,2016-04-18 00:52:00,"P",0,5,5,12,10,10035,1
"Foxtrot",2016-04-18 01:04:00,"P",0,2016-04-18 01:09:00,"P",0,5,5,12,10,10035,1
"Echo",2016-04-18 01:21:00,"P",0,2016-04-18 01:26:00,"P",0,5,5,12,10,10035,1
"Delta",2016-04-18 01:38:00,"P",0,2016-04-18 01:43:00,"P",0,5,5,12,10,10035,1
"Charlie",2016-04-18 01:55:00,"P",0,2016-04-18 02:00:00,"P",0,5,5,12,10,10035,1
"Bravo",2016-04-18 02:12:00,"P",0,2016-04-18 02:17:00,"P",0,5,5,12,10,10035,1
"Alpha",2016-04-18 02:29:00,"P",0,2016-04-18 02:34:00,"P",0,5,5,0,0,10035,1
"Alpha",2016-04-17 11:21:00,"P",0,2016-04-17 11:26:00,"P",0,5,5,12,10,10036,1
"Bravo",2016-04-17 11:38:00,"P",0,2016-04-17 11:43:00,"P",0,5,5,12,10,10036,1
"Charlie",2016-04-17 11:55:00,"P",0,2016-04-17 12:00:00,"P",0,5,5,12,10,10036,1
"Delta",2016-04-17 12:12:00,"P",0,2016-04-17 12:17:00,"P",0,5,5,12,10,10036,1
"Echo",2016-04-17 12:29:00,"P",0,2016-04-17 12:34:00,"P",0,5,5,12,10,10036,1
"Foxtrot",2016-04-17 12:46:00,"P",0,2016-04-17 12:51:00,"P",0,5,5,12,10,10036,1
"Golf",2016-04-17 13:03:00,"P",0,2016-04-17 13:08:00,"P",0,5,5,12,10,10036,1
"Hotel",2016-04-17 13:20:00,"P",0,2016-04-17 13:25:00,"P",0,5,5,12,10,10036,1
"India",2016-04-17 13:37:00,"P",0,2016-04-17 13:42:00,"P",0,5,5,12,10,10036,1
"Juliet",2016-04-17 13:54:00,"P",0,2016-04-17 13:59:00,"P",0,5,5,12,10,10036,1
"Kilo",2016-04-17 14:11:00,"P",0,2016-04-17 14:16:00,"P",0,5,5,0,0,10036,1
"Kilo",2016-04-16 04:50:00,"P",0,2016-04-16 04:55:00,"P",0,5,5,12,10,10037,1
"Juliet",2016-04-16 05:07:00,"P",0,2016-04-16 05:12:00,"P",0,5,5,12,10,10037,1
"India",2016-04-16 05:24:00,"P",0,2016-04-16 05:29:00,"P",0,5,5,12,10,10037,1
"Hotel",2016-04-16 05:41:00,"P",0,2016-04-16 05:46:00,"P",0,5,5,12,10,10037,1
"Golf",2016-04-16 05:58:00,"P",0,2016-04-16 06:03:00,"P",0,5,5,12,10,10037,1
"Foxtrot",2016-04-16 06:15:00,"P",0,2016-04-16 06:20:00,"P",0,5,5,12,10,10037,1
"Echo",2016-04-16 06:32:00,"P",0,2016-04-16 06:37:00,"P",0,5,5,12,10,10037,1
"Delta",2016-04-16 06:49:00,"P",0,2016-04-16 06:54:00,"P",0,5,5,12,10,10037,1
"Charlie",2016-04-16 07:06:00,"P",0,2016-04-16 07:11:00,"P",0,5,5,12,10,10037,1
"Bravo",2016-04-16 07:23:00,"P",0,2016-04-16 07:28:00,"P",0,5,5,12,10,10037,1
"Alpha",2016-04-16 07:40:00,"P",0,2016-04-16 07:45:00,"P",0,5,5,0,0,10037,1
"Alpha",2016-04-16 08:19:00,"P",0,2016-04-16 08:24:00,"P",0,5,5,12,10,10038,1
"Bravo",2016-04-16 08:36:00,"P",0,2016-04-16 08:41:00,"P",0,5,5,12,10,10038,1
"Charlie",2016-04-16 08:53:00,"P",0,2016-04-16 08:58:00,"P",0,5,5,12,10,10038,1
"Delta",2016-04-16 09:10:00,"P",0,2016-04-16 09:15:00,"P",0,5,5,12,10,10038,1
"Echo",2016-04-16 09:27:00,"P",0,2016-04-16 09:32:00,"P",0,5,5,12,10,10038,1
"Foxtrot",2016-04-16 09:44:00,"P",0,2016-04-16 09:49:00,"P",0,5,5,12,10,10038,1
"Golf",2016-04-16 10:01:00,"P",0,2016-04-16 10:06:00,"P",0,5,5,12,10,10038,1
"Hotel",2016-04-16 10:18:00,"P",0,2016-04-16 10:23:00,"P",0,5,5,12,10,10038,1
"India",2016-04-16 10:35:00,"P",0,2016-04-16 10:40:00,"P",0,5,5,12,10,10038,1
"Juliet",2016-04-16 10:52:00,"P",0,2016-04-16 10:57:00,"P",0,5,5,12,10,10038,1
"Kilo",2016-04-16 11:09:00,"P",0,2016-04-16 11:14:00,"P",0,5,5,0,0,10038,1
"Kilo",2016-04-16 00:30:00,"P",0,2016-04-16 00:35:00,"P",0,5,5,12,10,10039,1
"Juliet",2016-04-16 00:47:00,"P",0,2016-04-16 00:52:00,"P",0,5,5,12,10,10039,1
"India",2016-04-16 01:04:00,"P",0,2016-04-16 01:09:00,"P",0,5,5,12,10,10039,1
"Hotel",2016-04-16 01:21:00,"P",0,2016-04-16 01:26:00,"P",0,5,5,12,10,10039,1
"Golf",2016-04-16 01:38:00,"P",0,2016-04-16 01:43:00,"P",0,5,5,12,10,10039,1
"Foxtrot",2016-04-16 01:55:00,"P",0,2016-04-16 02:00:00,"P",0,5,5,12,10,10039,1
"Echo",2016-04-16 02:12:00,"P",0,2016-04-16 02:17:00,"P",0,5,5,12,10,10039,1
"Delta",2016-04-16 02:29:00,"P",0,2016-04-16 02:34:00,"P",0,5,5,12,10,10039,1
"Charlie",2016-04-16 02:46:00,"P",0,2016-04-16 02:51:00,"P",0,5,5,12,10,10039,1
"Bravo",2016-04-16 03:03:00,"P",0,2016-04-16 03:08:00,"P",0,5,5,12,10,10039,1
"Alpha",2016-04-16 03:20:00,"P",0,2016-04-16 03:25:00,"P",0,5,5,0,0,10039,1
"Alpha",2016-04-16 08:49:00,"P",0,2016-04-16 08:54:00,"P",0,5,5,12,10,10040,1
"Bravo",2016-04-16 09:06:00,"P",0,2016-04-16 09:11:00,"P",0,5,5,12,10,10040,1
"Charlie",2016-04-16 09:23:00,"P",0,2016-04-16 09:28:00,"P",0,5,5,12,10,10040,1
"Delta",2016-04-16 09:40:00,"P",0,2016-04-16 09:45:00,"P",0,5,5,12,10,10040,1
"Echo",2016-04-16 09:57:00,"P",0,2016-04-16 10:02:00,"P",0,5,5,12,10,10040,1
"Foxtrot",2016-04-16 10:14:00,"P",0,2016-04-16 10:19:00,"P",0,5,5,12,10,10040,1
"Golf",2016-04-16 10:31:00,"P",0,2016-04-16 10:36:00,"P",0,5,5,12,10,10040,1
"Hotel",2016-04-16 10:48:00,"P",0,2016-04-16 10:53:00,"P",0,5,5,12,10,10040,1
"India",2016-04-16 11:05:00,"P",0,2016-04-16 11:10:00,"P",0,5,5,12,10,10040,1
"Juliet",2016-04-16 11:22:00,"P",0,2016-04-16 11:27:00,"P",0,5,5,12,10,10040,1
"Kilo",2016-04-16 11:39:00,"P",0,2016-04-16 11:44:00,"P",0,5,5,0,0,10040,1
"Kilo",2016-04-17 17:05:00,"P",0,2016-04-17 17:10:00,"P",0,5,5,18,15,20001,2
"Juliet",2016-04-17 17:28:00,"P",0,2016-04-17 17:33:00,"P",0,5,5,18,15,20001,2
"India",2016-04-17 17:51:00,"P",0,2016-04-17 17:56:00,"P",0,5,5,18,15,20001,2
"Hotel",2016-04-17 18:14:00,"P",0,2016-04-17 18:19:00,"P",0,5,5,18,15,20001,2
"Golf",2016-04-17 18:37:00,"P",0,2016-04-17 18:42:00,"P",0,5,5,18,15,20001,2
"Foxtrot",2016-04-17 19:00:00,"P",0,2016-04-17 19:05:00,"P",0,5,5,18,15,20001,2
"Echo",2016-04-17 19:23:00,"P",0,2016-04-17 19:28:00,"P",0,5,5,18,15,20001,2
"Delta",2016-04-17 19:46:00,"P",0,2016-04-17 19:51:00,"P",0,5,5,18,15,20001,2
"Charlie",2016-04-17 20:09:00,"P",0,2016-04-17 20:14:00,"P",0,5,5,18,15,20001,2
"Bravo",2016-04-17 20:32:00,"P",0,2016-04-17 20:37:00,"P",0,5,5,18,15,20001,2
"Alpha",2016-04-17 20:55:00,"P",0,2016-04-17 21:00:00,"P",0,5,5,0,0,20001,2
"Alpha",2016-04-16 18:59:00,"P",0,2016-04-16 19:04:00,"P",0,5,5,18,15,20002,2
"Bravo",2016-04-16 19:22:00,"P",0,2016-04-16 19:27:00,"P",0,5,5,18,15,20002,2
"Charlie",2016-04-16 19:45:00,"P",0,2016-04-16 19:50:00,"P",0,5,5,18,15,20002,2
"Delta",2016-04-16 20:08:00,"P",0,2016-04-16 20:13:00,"P",0,5,5,18,15,20002,2
"Echo",2016-04-16 20:31:00,"P",0,2016-04-16 20:36:00,"P",0,5,5,18,15,20002,2
"Foxtrot",2016-04-16 20:54:00,"P",0,2016-04-16 20:59:00,"P",0,5,5,18,15,20002,2
"Golf",2016-04-16 21:17:00,"P",0,2016-04-16 21:22:00,"P",0,5,5,18,15,20002,2
"Hotel",2016-04-16 21:40:00,"P",0,2016-04-16 21:45:00,"P",0,5,5,18,15,20002,2
"India",2016-04-16 22:03:00,"P",0,2016-04-16 22:08:00,"P",0,5,5,18,15,20002,2
"Juliet",2016-04-16 22:26:00,"P",0,2016-04-16 22:31:00,"P",0,5,5,18,15,20002,2
"Kilo",2016-04-16 22:49:00,"P",0,2016-04-16 22:54:00,"P",0,5,5,0,0,20002,2
"Kilo",2016-04-17 15:25:00,"P",0,2016-04-17 15:30:00,"P",0,5,5,18,15,20003,2
"Juliet",2016-04-17 15:48:00,"P",0,2016-04-17 15:53:00,"P",0,5,5,18,15,20003,2
"India",2016-04-17 16:11:00,"P",0,2016-04-17 16:16:00,"P",0,5,5,18,15,20003,2
"Hotel",2016-04-17 16:34:00,"P",0,2016-04-17 16:39:00,"P",0,5,5,18,15,20003,2
"Golf",2016-04-17 16:57:00,"P",0,2016-04-17 17:02:00,"P",0,5,5,18,15,20003,2
"Foxtrot",2016-04-17 17:20:00,"P",0,2016-04-17 17:25:00,"P",0,5,5,18,15,20003,2
"Echo",2016-04-17 17:43:00,"P",0,2016-04-17 17:48:00,"P",0,5,5,18,15,20003,2
"Delta",2016-04-17 18:06:00,"P",0,2016-04-17 18:11:00,"P",0,5,5,18,15,20003,2
"Charlie",2016-04-17 18:29:00,"P",0,2016-04-17 18:34:00,"P",0,5,5,18,15,20003,2
"Bravo",2016-04-17 18:52:00,"P",0,2016-04-17 18:57:00,"P",0,5,5,18,15,20003,2
"Alpha",2016-04-17 19:15:00,"P",0,2016-04-17 19:20:00,"P",0,5,5,0,0,20003,2
"Alpha",2016-04-16 00:55:00,"P",0,2016-04-16 01:00:00,"P",0,5,5,18,15,20004,2
"Bravo",2016-04-16 01:18:00,"P",0,2016-04-16 01:23:00,"P",0,5,5,18,15,20004,2
"Charlie",2016-04-16 01:41:00,"P",0,2016-04-16 01:46:00,"P",0,5,5,18,15,20004,2
"Delta",2016-04-16 02:04:00,"P",0,2016-04-16 02:09:00,"P",0,5,5,18,15,20004,2
"Echo",2016-04-16 02:27:00,"P",0,2016-04-16 02:32:00,"P",0,5,5,18,15,20004,2
"Foxtrot",2016-04-16 02:50:00,"P",0,2016-04-16 02:55:00,"P",0,5,5,18,15,20004,2
"Golf",2016-04-16 03:13:00,"P",0,2016-04-16 03:18:00,"P",0,5,5,18,15,20004,2
"Hotel",2016-04-16 03:36:00,"P",0,2016-04-16 03:41:00,"P",0,5,5,18,15,20004,2
"India",2016-04-16 03:59:00,"P",0,2016-04-16 04:04:00,"P",0,5,5,18,15,20004,2
"Juliet",2016-04-16 04:22:00,"P",0,2016-04-16 04:27:00,"P",0,5,5,18,15,20004,2
"Kilo",2016-04-16 04:45:00,"P",0,2016-04-16 04:50:00,"P",0,5,5,0,0,20004,2
"Kilo",2016-04-17 05:52:00,"P",0,2016-04-17 05:57:00,"P",0,5,5,18,15,20005,2
"Juliet",2016-04-17 06:15:00,"P",0,2016-04-17 06:20:00,"P",0,5,5,18,15,20005,2
"India",2016-04-17 06:38:00,"P",0,2016-04-17 06:43:00,"P",0,5,5,18,15,20005,2
"Hotel",2016-04-17 07:01:00,"P",0,2016-04-17 07:06:00,"P",0,5,5,18,15,20005,2
"Golf",2016-04-17 07:24:00,"P",0,2016-04-17 07:29:00,"P",0,5,5,18,15,20005,2
"Foxtrot",2016-04-17 07:47:00,"P",0,2016-04-17 07:52:00,"P",0,5,5,18,15,20005,2
"Echo",2016-04-17 08:10:00,"P",0,2016-04-17 08:15:00,"P",0,5,5,18,15,20005,2
"Delta",2016-04-17 08:33:00,"P",0,2016-04-17 08:38:00,"P",0,5,5,18,15,20005,2
"Charlie",2016-04-17 08:56:00,"P",0,2016-04-17 09:01:00,"P",0,5,5,18,15,20005,2
"Bravo",2016-04-17 09:19:00,"P",0,2016-04-17 09:24:00,"P",0,5,5,18,15,20005,2
"Alpha",2016-04-17 09:42:00,"P",0,2016-04-17 09:47:00,"P",0,5,5,0,0,20005,2
"Alpha",2016-04-16 06:35:00,"P",0,2016-04-16 06:40:00,"P",0,5,5,18,15,20006,2
"Bravo",2016-04-16 06:58:00,"P",0,2016-04-16 07:03:00,"P",0,5,5,18,15,20006,2
"Charlie",2016-04-16 07:21:00,"P",0,2016-04-16 07:26:00,"P",0,5,5,18,15,20006,2
"Delta",2016-04-16 07:44:00,"P",0,2016-04-16 07:49:00,"P",0,5,5,18,15,20006,2
"Echo",2016-04-16 08:07:00,"P",0,2016-04-16 08:12:00,"P",0,5,5,18,15,20006,2
"Foxtrot",2016-04-16 08:30:00,"P",0,2016-04-16 08:35:00,"P",0,5,5,18,15,20006,2
"Golf",2016-04-16 08:53:00,"P",0,2016-04-16 08:58:00,"P",0,5,5,18,15,20006,2
"Hotel",2016-04-16 09:16:00,"P",0,2016-04-16 09:21:00,"P",0,5,5,18,15,20006,2
"India",2016-04-16 09:39:00,"P",0,2016-04-16 09:44:00,"P",0,5,5,18,15,20006,2
"Juliet",2016-04-16 10:02:00,"P",0,2016-04-16 10:07:00,"P",0,5,5,18,15,20006,2
"Kilo",2016-04-16 10:25:00,"P",0,2016-04-16 10:30:00,"P",0,5,5,0,0,20006,2
"Kilo",2016-04-17 02:56:00,"P",0,2016-04-17 03:01:00,"P",0,5,5,18,15,20007,2
